股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
300201,海伦哲,民营相对控股企业,徐州海伦哲专用车辆股份有限公司,"Xuzhou Handler Special Vehicle Co.,ltd.",专用设备制造,"35,200万元",丁剑平,江苏,江苏省徐州经济技术开发区宝莲寺路19号,www.xzhlz.com,丁剑平(代),0516-87987729,hlzzqb@xzhlz.com,--,2011/4/7,"42,000万元
            ","21.00元
            ","51.22%
            "
300202,聚龙股份,民营企业,聚龙股份有限公司,"Julong Co.,Ltd.",通用设备制造,"54,950万元",柳长庆,辽宁,辽宁省鞍山市铁东区千山中路308号,www.julong.cc,崔文华,0412-2538288,cwh@julong.cc,--,2011/4/15,"47,446万元
            ","22.38元
            ","60.32%
            "
300203,聚光科技,民营相对控股企业,聚光科技(杭州)股份有限公司,"Focused Photonics (Hangzhou), Inc.",仪器仪表,"45,306万元",王健,浙江,浙江省杭州市滨江区滨安路760号,www.fpi-inc.com,田昆仑,0571-85012176,fpi@fpi-inc.com,--,2011/4/15,"90,000万元
            ","20.00元
            ","60.89%
            "
300204,舒泰神,民营企业,舒泰神(北京)生物制药股份有限公司,"Staidson (beijing) Biopharmaceuticals Co.,ltd.",医药制造,"24,012万元",周志文,北京,北京市经济技术开发区经海二路36号,www.staidson.com,马莉娜,010-67875255,securities@staidson.com,--,2011/4/15,"87,675万元
            ","52.50元
            ","63.25%
            "
300205,天喻信息,国有相对控股企业,武汉天喻信息产业股份有限公司,"Wuhan Tianyu Information Industry Co.,Ltd.",通信设备,"43,006万元",张新访,湖北,湖北省武汉市东湖新技术开发区华工大学科技园天喻楼,www.whty.com.cn,江绥,027-87920377,js@whty.com.cn,--,2011/4/21,"79,640万元
            ","40.00元
            ","66.89%
            "
300206,理邦仪器,民营企业,深圳市理邦精密仪器股份有限公司,"Edan Instruments,Inc.",专用设备制造,"19,500万元",张浩,广东,广东省深圳市南山区蛇口南海大道1019号南山医疗器械园B栋三楼,www.edan.com.cn,祖幼冬,0755-26851437,IR@edan.com.cn,--,2011/4/21,"95,000万元
            ","38.00元
            ","60.32%
            "
300207,欣旺达,民营企业,欣旺达电子股份有限公司,"Sunwoda Electronic Co.,ltd.",电器制造,"25,161万元",王明旺,广东,深圳市宝安区石岩街道石龙社区颐和路2号综合楼1楼、2楼A-B区、2楼D区-9楼,www.sunwoda.com,孙威,0755-27352064,sunwei@sunwoda.com,--,2011/4/21,"87,702万元
            ","18.66元
            ","58.94%
            "
300208,恒顺电气,民营企业,青岛市恒顺电气股份有限公司,"Qingdao Evercontaining Electric Co.,Ltd.",电器制造,"30,197万元",贾全臣,山东,青岛市城阳区流亭街道双元路西侧(空港工业聚集区),www.qdhengshun.com,莫柏欣,0532-68004136,hengshunzqb@188.com,--,2011/4/26,"43,750万元
            ","25.00元
            ","46.64%
            "
300209,天泽信息,民营企业,天泽信息产业股份有限公司,Tianze Information Industry Inc.,信息技术,"16,000万元",陈进,江苏,江苏省南京市建邺区云龙山路80号,www.tiza.com.cn,高丽丽,025-87793753,tianze@tiza.com.cn,--,2011/4/26,"68,560万元
            ","34.28元
            ","61.21%
            "
300210,森远股份,民营企业,鞍山森远路桥股份有限公司,"Anshan Senyuan Road & Bridge Co.,Ltd.",专用设备制造,"24,251万元",郭松森,辽宁,鞍山市鞍千路281号,www.assyrb.com,于健,0412-5260113,dmassy@assyrb.com,--,2011/4/26,"41,800万元
            ","22.00元
            ","46.81%
            "
300211,亿通科技,民营企业,江苏亿通高科技股份有限公司,"Jiangsu Yitong High-tech Co.,Ltd.",通信设备,"8,384万元",王振洪,江苏,江苏省常熟市通林路28号,www.yitong-group.com,王桂珍,0512-52816252,wangguizhen@yitong-group.com,--,2011/5/5,"32,188万元
            ","25.75元
            ","55.98%
            "
300212,易华录,国有相对控股企业,北京易华录信息技术股份有限公司,"Beijing E-Hualu Info Technology CO.,Ltd.",信息技术,"32,160万元",韩建国,北京,北京市石景山区阜石路165号中国华录大厦B座,www.ehualu.com,陈相奉,010-52281160,zhengquan@ehualu.com,--,2011/5/5,"51,782万元
            ","30.46元
            ","68.76%
            "
300213,佳讯飞鸿,民营企业,北京佳讯飞鸿电气股份有限公司,"Beijing Jiaxun Feihong Electrical Co.,Ltd.",通信设备,"25,200万元",林菁,北京,北京市海淀区锦带路88号院1号楼,www.jiaxun.com,王翊,010-62460088,zqb@jiaxun.com,2007/6/12,2011/5/5,"46,200万元
            ","22.00元
            ","53.66%
            "
300214,日科化学,民营企业,山东日科化学股份有限公司,"Shandong Rike Chemical Co.,Ltd.",化学制品,"40,500万元",赵东日,山东,山东省昌乐县英轩街3999号,www.rikechem.com,刘安成,0536-6283716,lac@rikechem.com,--,2011/5/11,"77,000万元
            ","22.00元
            ","37.29%
            "
300215,电科院,民营相对控股企业,苏州电器科学研究院股份有限公司,"Suzhou Electrical Apparatus Science Academy Co.,Ltd.",科研技术,"72,000万元",胡德霖,江苏,"江苏省苏州市吴中区越溪前珠路5号,江苏省苏州市新区滨河路永和街7号",www.eeti-easa.com,顾怡倩,0512-68252194,zqb@eeti.cn,--,2011/5/11,"87,400万元
            ","76.00元
            ","56.43%
            "
300216,千山药机,民营企业,湖南千山制药机械股份有限公司,"Hunan China Sun Pharmaceutical Machinery Co.,ltd.",专用设备制造,"18,080万元",刘祥华,湖南,湖南长沙经济技术开发区盼盼路9号,www.chinasun.com.cn,金杰,0731-84030025,zqb@chinasun.com.cn,--,2011/5/11,"49,810万元
            ","29.30元
            ","45.78%
            "
300217,东方电热,民营企业,镇江东方电热科技股份有限公司,"Zhenjiang Dongfang Electric Heating Technology Co.,Ltd.",电器制造,"39,547万元",谭荣生,江苏,江苏省镇江市镇江新区大港五峰山路18号,www.dongfang-heater.com,孙汉武,0511-88988598,sunhw@dongfang-heater.com,--,2011/5/18,"59,524万元
            ","25.88元
            ","31.19%
            "
300218,安利股份,中外合资企业,安徽安利合成革股份有限公司,"Anhui ANLI Artificial Leather Co.,Ltd.",橡胶塑料,"21,120万元",姚和平,安徽,安徽省合肥市经济技术开发区桃花工业园拓展区(创新大道与繁华大道交叉口),www.chinapuleather.com,刘松霞,0551-65896888,anlimail@163.com,--,2011/5/18,"47,520万元
            ","18.00元
            ","32.73%
            "
300219,鸿利光电,民营企业,广州市鸿利光电股份有限公司,"Guangzhou Hongli Opto-Electronic Co.,Ltd.",通信设备,"24,628万元",李国平,广东,广东省广州市花都区花东镇先科一路1号,www.honglitronic.com,邓寿铁,020-86733958,stock@honglitronic.com,--,2011/5/18,"49,600万元
            ","16.00元
            ","32.04%
            "
300220,金运激光,民营企业,武汉金运激光股份有限公司,"Wuhan Golden Laser Co.,Ltd.",通信设备,"12,600万元",梁伟,湖北,湖北省武汉市江岸区石桥一路金运激光大厦,www.goldenlaser.cn,梁伟(代),027-82943465,Whjytz2008@163.com,--,2011/5/25,"21,024万元
            ","23.36元
            ","33.86%
            "
300221,银禧科技,民营相对控股企业,广东银禧科技股份有限公司,"Guangdong Silver Age Sci & Tech Co.,Ltd.",橡胶塑料,"20,162万元",谭颂斌,广东,东莞市道滘镇南阁工业区银禧工程塑料(东莞)有限公司,www.silverage.cn,顾险峰,0769-38858388,gxf@silverage.cn,--,2011/5/25,"45,000万元
            ","18.00元
            ","43.61%
            "
300222,科大智能,民营相对控股企业,科大智能科技股份有限公司,"Csg Smart Science&Technology; Co.,Ltd.",电器制造,"16,390万元",黄明松,上海,上海市张江高科技园区碧波路456号A203-A206室,www.csg.com.cn,穆峻柏,021-50804882,mjb@csg.com.cn,--,2011/5/25,"48,600万元
            ","32.40元
            ","42.00%
            "
300223,北京君正,民营企业,北京君正集成电路股份有限公司,"Ingenic Semiconductor Co.,Ltd.",通信设备,"10,400万元",刘强,北京,北京市海淀区西北旺东路10号院东区14号楼A座一至三层,www.ingenic.com.cn,张敏,010-56345005,investors@ingenic.cn,--,2011/5/31,"87,600万元
            ","43.80元
            ","42.86%
            "
300224,正海磁材,民营企业,烟台正海磁性材料股份有限公司,"Yantai Zhenghai Magnetic Material Co.,Ltd.",非金属制品,"24,000万元",秘波海,山东,山东省烟台经济技术开发区珠江路22号,www.zhmag.com,宋侃,0535-6397287,dmb@zhmag.com,--,2011/5/31,"84,360万元
            ","21.09元
            ","32.45%
            "
300225,金力泰,民营相对控股企业,上海金力泰化工股份有限公司,"Shanghai Kinlita Chemical Co.,Ltd.",化学制品,"26,130万元",吴国政,上海,上海市化学工业区楚工路139号,www.knt.cn,杜晟华,021-31156097,knttzxx@knt.cn,--,2011/5/31,"47,600万元
            ","28.00元
            ","23.41%
            "
300226,上海钢联,民营企业,上海钢联电子商务股份有限公司,"Shanghai Ganglian E-commerce Holdings Co.,ltd.",信息技术,"15,600万元",朱军红,上海,上海市宝山区园丰路68号,www.mysteel.com,胡晓纯,021-26093997,public@mysteel.com.cn,--,2011/6/8,"23,000万元
            ","23.00元
            ","38.33%
            "
300227,光韵达,民营企业,深圳光韵达光电科技股份有限公司,"Shenzhen Sunshine Laser & Electronics Technology Co.,ltd.",通信设备,"13,866万元",侯若洪,广东,深圳市南山区高新区朗山路13号清华紫光科技园(紫光信息港)C座1层,www.sunshine-laser.com,李璐,0755-26981580,info@sunshine-laser.com,--,2011/6/8,"22,066万元
            ","12.98元
            ","45.54%
            "
300228,富瑞特装,民营企业,张家港富瑞特种装备股份有限公司,"Zhangjiagang Furui Special Equipment Co.,ltd.",专用设备制造,"13,525万元",邬品芳,江苏,江苏省张家港市杨舍镇晨新路19号,www.furuise.com,李欣,0512-58982295,furui@furuise.com,--,2011/6/8,"42,466万元
            ","24.98元
            ","40.55%
            "
300229,拓尔思,民营相对控股企业,北京拓尔思信息技术股份有限公司,"Beijing TRS Information Technology Co.,Ltd.",信息技术,"23,294万元",李渝勤,北京,北京市朝阳区大屯路科学园南里风林西奥中心B座16层,www.trs.com.cn,何东炯,010-64848899,ir@trs.com.cn,--,2011/6/15,"45,000万元
            ","15.00元
            ","31.91%
            "
300230,永利带业,民营企业,上海永利带业股份有限公司,"Shanghai Yongli Belting Co.,Ltd.",橡胶塑料,"16,152万元",史佩浩,上海,上海市青浦区徐泾镇徐旺路58号,www.yonglibelt.com,恽黎明,021-59884061,Yongli@yonglibelt.com,--,2011/6/15,"29,025万元
            ","12.90元
            ","34.48%
            "
300231,银信科技,民营企业,北京银信长远科技股份有限公司,"Beijing Trust & Far Technology Co.,ltd.",信息技术,"22,344万元",詹立雄,北京,北京市朝阳区安定路35号北京安华发展大厦8层,www.trustfar.cn,卢英,010-82629666,public@trustfar.cn,--,2011/6/15,"19,620万元
            ","19.62元
            ","30.99%
            "
300232,洲明科技,民营企业,深圳市洲明科技股份有限公司,"Unilumin Group Co.,Ltd.",通信设备,"20,304万元",林洺锋,广东,广东省深圳市宝安区福永街道桥头社区永福路112号A栋,www.unilumin.com,林洺锋(代),0755-89318939,irm@unilumin.com,--,2011/6/22,"37,140万元
            ","18.57元
            ","28.14%
            "
300233,金城医药,民营企业,山东金城医药化工股份有限公司,"Shandong Jincheng Pharmaceutical and Chemical Co.,Ltd.",医药制造,"12,631万元",赵叶青,山东,山东省淄博市淄川区经济开发区,www.jinchengpharm.com,朱晓刚,0533-5439432,jcpc@jinchengpharm.com,--,2011/6/22,"57,660万元
            ","18.60元
            ","22.68%
            "
300234,开尔新材,民营企业,浙江开尔新材料股份有限公司,"Zhejiang Kaier New Materials Co.,Ltd.",非金属制品,"26,400万元",邢翰学,浙江,浙江省金华市金东区曹宅工业区,www.zjke.com,程志勇,0579-82888566,stock@zjke.com,--,2011/6/22,"24,000万元
            ","12.00元
            ","30.77%
            "
300235,方直科技,民营企业,深圳市方直科技股份有限公司,"Shenzhen Kingsun Science & Technology Co.,Ltd.",信息技术,"15,840万元",黄元忠,广东,广东省深圳市南山区科技中二路深圳软件园12#楼302,www.kingsunsoft.com,陈克让,0755-86336966,kerang.chen@kingsunsoft.com,--,2011/6/29,"21,560万元
            ","19.60元
            ","26.13%
            "
300236,上海新阳,民营相对控股企业,上海新阳半导体材料股份有限公司,"Shanghai Sinyang Semiconductor Materials Co.,Ltd.",化学制品,"11,491万元",王福祥,上海,上海市松江区思贤路3600号,www.sinyang.com.cn,杜冰,021-57850066,info@sinyang.com.cn,--,2011/6/29,"23,801万元
            ","11.07元
            ","28.38%
            "
300237,美晨科技,民营企业,山东美晨科技股份有限公司,"Shandong Meichen Science & Technology Co.,Ltd.",汽车制造,"13,034万元",张磊,山东,山东省诸城市东外环北首路西,www.meichen.cc,李炜刚,0536-6151511,liweigang@meichen.cc,--,2011/6/29,"36,794万元
            ","25.73元
            ","18.12%
            "
300238,冠昊生物,民营企业,广东冠昊生物科技股份有限公司,"Grandhope Biotech Co.,ltd.",专用设备制造,"12,360万元",朱卫平,广东,广州市萝岗区玉岩路12号,www.grandhopebio.com,周利军,020-32052295,ir@grandhopebio.com,--,2011/7/6,"27,846万元
            ","18.20元
            ","38.16%
            "
300239,东宝生物,民营相对控股企业,包头东宝生物技术股份有限公司,"Baotou Dongbao Bio-Tech Co.,Ltd.",医药制造,"19,755万元",王军,内蒙古,内蒙古自治区包头市稀土高新技术产业开发区黄河大街46号,www.dongbaoshengwu.com,刘芳,0472-5319863,xmliu@dongbaoshengwu.com,--,2011/7/6,"17,100万元
            ","9.00元
            ","33.48%
            "
300240,飞力达,民营相对控股企业,江苏飞力达国际物流股份有限公司,Jiangsu Feiliks International Logistics Inc.,交通物流,"16,247万元",沈黎明,江苏,江苏省昆山开发区玫瑰路999号,www.feiliks.com,李镭,0512-55278563,dshmsc@feiliks.com,--,2011/7/6,"54,000万元
            ","20.00元
            ","32.36%
            "
300241,瑞丰光电,民营企业,深圳市瑞丰光电子股份有限公司,"Shenzhen Refond Optoelectronics Co.,ltd.",通信设备,"21,846万元",龚伟斌,广东,深圳市南山区科技南十二路28号康佳研发大厦5层5C,www.refond.com,柯汉华,0755-66831166,hanhua.ke@refond.com,--,2011/7/12,"29,160万元
            ","10.80元
            ","26.54%
            "
300242,明家科技,民营企业,广东明家科技股份有限公司,MIG Technology INC.,电器制造,"8,715万元",周建林,广东,广东省东莞市横沥镇村头村工业区,www.migsurge.com.cn,陈涵涵,0769-88972266,mig-dshh@migsurge.com.cn,--,2011/7/12,"19,000万元
            ","10.00元
            ","37.04%
            "
300243,瑞丰高材,民营企业,山东瑞丰高分子材料股份有限公司,"Shandong Ruifeng Chemical Co.,Ltd.",化学制品,"20,688万元",周仕斌,山东,山东省沂源县经济开发区,www.ruifengchemical.com,张琳,0533-3220711,zhlin@ruifengchemical.com,--,2011/7/12,"21,600万元
            ","16.00元
            ","22.54%
            "
300244,迪安诊断,民营企业,浙江迪安诊断技术股份有限公司,"Zhejiang Dian Diagnostics Co.,Ltd.",卫生,"20,559万元",陈海斌,浙江,浙江省杭州市西湖区古墩路702号赞宇大厦5-6层,www.dazd.cn,徐敏,0571-88933708,zqb@dagene.net,--,2011/7/19,"30,080万元
            ","23.50元
            ","39.83%
            "
300245,天玑科技,民营企业,上海天玑科技股份有限公司,"Shanghai DragonNet Technology Co.,Ltd.",信息技术,"18,197万元",陆文雄,上海,上海市徐汇区桂林路406号2号楼11-12层,www.dnt.com.cn,陆廷洁,021-23521259,public@dnt.com.cn,--,2011/7/19,"34,000万元
            ","20.00元
            ","34.13%
            "
300246,宝莱特,民营企业,广东宝莱特医用科技股份有限公司,"Guangdong Biolight Meditech Co.,Ltd.",专用设备制造,"14,609万元",燕金元,广东,广东省珠海市高新区科技创新海岸创新一路2号,www.blt.com.cn,燕金元(代),0756-3399909,ir@blt.com.cn,--,2011/7/19,"26,250万元
            ","25.00元
            ","31.25%
            "
300247,桑乐金,民营企业,安徽桑乐金股份有限公司,"Anhui Saunaking Co.,Ltd.",电器制造,"25,861万元",金道明,安徽,安徽省合肥市高新区合欢路34号,www.saunaking.com.cn,胡萍,0551-65329393,saunaking@saunaking.com.cn,--,2011/7/29,"32,800万元
            ","16.00元
            ","29.63%
            "
300248,新开普,民营企业,新开普电子股份有限公司,"Newcapec Electronics Co.,Ltd.",信息技术,"14,272万元",杨维国,河南,河南省郑州市高新技术产业开发区迎春街18号,www.newcapec.com.cn,华梦阳,0371-56599758,huamengyang@newcapec.net,--,2011/7/29,"33,600万元
            ","30.00元
            ","40.60%
            "
300249,依米康,民营企业,四川依米康环境科技股份有限公司,"Sichuan Yimikang Environmental Tech.Co.,ltd.",专用设备制造,"17,597万元",孙屹峥,四川,四川省成都高新区科园南二路二号,www.sunrisegroup.com.cn,周淑兰,028-85185206,dshb@sunrisegroup.com.cn,--,2011/8/3,"34,300万元
            ","17.50元
            ","44.87%
            "
300250,初灵信息,民营企业,杭州初灵信息技术股份有限公司,"Hangzhou CNCR-IT Co.,Ltd.",通信设备,"8,000万元",洪爱金,浙江,浙江省杭州市滨江区浦沿街道伟业路1号5幢,www.cncr-it.com,许平,0571-86797396,IR@cncr-it.com,--,2011/8/3,"25,000万元
            ","25.00元
            ","32.89%
            "
300251,光线传媒,民营企业,北京光线传媒股份有限公司,"Beijing Enlight Media Co.,Ltd.",出版传媒,"101,270万元",王长田,北京,北京市东城区和平里东街11号院3号楼3层,www.ewang.com,王牮,010-64516451,ir@ewang.com,--,2011/8/3,"143,850万元
            ","52.50元
            ","61.05%
            "
300252,金信诺,民营企业,深圳金信诺高新技术股份有限公司,"Kingsignal Technology Co.,Ltd.",电器制造,"16,341万元",黄昌华,广东,深圳市南山区科技中二路深圳软件园9#楼302,www.kingsignal.com,李辉,0755-86338291,mark.li@kingsignal.com,--,2011/8/18,"43,740万元
            ","16.20元
            ","32.73%
            "
300253,卫宁软件,民营企业,上海金仕达卫宁软件股份有限公司,"Shanghai Kingstar Winning Software Co.,Ltd.",信息技术,"21,802万元",周炜,上海,上海市广中西路355号宝华中心10楼,www.winning.com.cn,靳茂,021-26018382,wndsh@winning.com.cn,--,2011/8/18,"37,125万元
            ","27.50元
            ","43.65%
            "
300254,仟源医药,民营企业,山西仟源医药集团股份有限公司,"Shanxi C&Y; Pharmaceutical Group Co.,Ltd.",医药制造,"13,380万元",翁占国,山西,山西省大同市经济技术开发区湖滨大街53号,www.cy-pharm.com,俞俊贤,0352-6116426,stock@cy-pharm.com,--,2011/8/19,"43,940万元
            ","13.00元
            ","43.33%
            "
300255,常山药业,民营相对控股企业,河北常山生化药业股份有限公司,"Hebei Changshan Biochemical Pharmaceutical Co.,ltd.",医药制造,"18,842万元",高树华,河北,河北省石家庄市正定新区银川大街北首,www.heparin.cn,张威,0311-89190181,changshanyaoye@sina.com,--,2011/8/19,"75,600万元
            ","28.00元
            ","51.80%
            "
300256,星星科技,民营企业,浙江星星瑞金科技股份有限公司,"Zhejiang Firstar Panel Technology Co.,Ltd.",通信设备,"22,583万元",王先玉,浙江,浙江省台州市椒江区洪家星星电子产业基地4号楼,www.first-panel.com,陈斌权,0576-89081618,irm@first-panel.com,--,2011/8/19,"52,500万元
            ","21.00元
            ","39.62%
            "
300257,开山股份,民营企业,浙江开山压缩机股份有限公司,"Zhejiang Kaishan Compressor Co.,Ltd.",通用设备制造,"42,900万元",曹克坚,浙江,浙江省衢州市经济开发区凯旋西路9号,www.kaishancomp.com,杨建军,0570-3662177,yang.jianjun@kaishangroup.com,--,2011/8/19,"226,800万元
            ","63.00元
            ","46.99%
            "
300258,精锻科技,民营相对控股企业,江苏太平洋精锻科技股份有限公司,"Jiangsu Pacific Precision Forging Co.,Ltd.",汽车制造,"18,000万元",夏汉关,江苏,江苏省泰州市姜堰区双登大道198号,www.ppforging.com,董义,0523-80512658,dongyi@ppforging.com,--,2011/8/26,"62,500万元
            ","25.00元
            ","37.31%
            "
300259,新天科技,民营相对控股企业,新天科技股份有限公司,"SUNTRONT TECHNOLOGY CO.,LTD.",仪器仪表,"27,245万元",费战波,河南,郑州高新技术产业开发区国槐街19号,www.suntront.com,杨冬玲,0371-67992390,xtkj@suntront.com,--,2011/8/31,"41,610万元
            ","21.90元
            ","50.93%
            "
300260,新莱应材,中外合资企业,昆山新莱洁净应用材料股份有限公司,"Kunshan Kinglai Hygienic Materials Co.,Ltd.",通用设备制造,"10,005万元",李水波,江苏,江苏省昆山市陆家镇陆丰西路22号,www.kinglai.com.cn,郭红飞,0512-57871991,lucy@kinglai.com.cn,--,2011/9/6,"45,090万元
            ","27.00元
            ","46.63%
            "
300261,雅本化学,民营相对控股企业,雅本化学股份有限公司,Aba Chemicals Corporation,化学制品,"30,185万元",蔡彤,江苏,江苏省太仓市太仓港港口开发区石化区东方东路18号,www.abachem.com,王卓颖,021-32270636,info@abachem.com,--,2011/9/6,"49,940万元
            ","22.00元
            ","51.76%
            "
300262,巴安水务,民营企业,上海巴安水务股份有限公司,"Shanghai Safbon Water Service Co.,ltd.",建筑业,"26,680万元",张春霖,上海,上海市青浦区练塘镇章练塘路666号,www.safbon.com,王贤,021-32020653,wangxian@safbon.com,--,2011/9/16,"30,060万元
            ","18.00元
            ","39.13%
            "
300263,隆华节能,民营企业,洛阳隆华传热节能股份有限公司,"Luoyang Longhua Heat Transfer & Energy Conservation Co.,ltd.",通用设备制造,"38,300万元",李占明,河南,河南省洛阳空港产业集聚区,www.longhuachuanre.com,张国安,0379-67891833,zz_cpa@126.com,--,2011/9/16,"66,000万元
            ","33.00元
            ","55.00%
            "
300264,佳创视讯,民营企业,深圳市佳创视讯技术股份有限公司,"Avit.,Ltd.",信息技术,"22,950万元",陈坤江,广东,"广东省深圳市福田区滨河路以南,沙嘴路以东中央西谷大厦15层01-08、16层04、05",www.avit.com.cn,陈坤江(代),0755-83571200,avit@avit.com.cn,--,2011/9/16,"42,900万元
            ","16.50元
            ","50.00%
            "
300265,通光线缆,民营企业,江苏通光电子线缆股份有限公司,"Jiangsu Tongguang Electronic Wire & Cable Co.,Ltd.",电器制造,"13,500万元",张忠,江苏,江苏省海门市海门镇渤海路169号,www.tgjt.cn,王旭光,0513-82263991,cwb@tgjt.cn,--,2011/9/16,"50,330万元
            ","14.38元
            ","55.31%
            "
300266,兴源过滤,民营企业,杭州兴源过滤科技股份有限公司,"Hangzhou Xingyuan Filter Technology Co.,Ltd.",通用设备制造,"15,376万元",周立武,浙江,浙江省杭州市余杭区余杭经济技术开发区望梅路1588号,www.xingyuan.com,徐孝雅,0571-88771111,stock@xingyuan.com,--,2011/9/27,"36,400万元
            ","26.00元
            ","38.81%
            "
300267,尔康制药,民营企业,湖南尔康制药股份有限公司,"Hunan Er-Kang Pharmaceutical Co.,Ltd.",医药制造,"45,448万元",帅放文,湖南,湖南省长沙市浏阳生物医药工业园,www.hnerkang.com,罗琅,0731-83282597,hnerkang@126.com,--,2011/9/27,"82,662万元
            ","17.97元
            ","49.92%
            "
300268,万福生科,民营企业,万福生科(湖南)农业开发股份有限公司,"Wanfu Biotechnology (Hunan) Agricultural Development Co.,Ltd.",粮食加工,"13,400万元",卢建之,湖南,湖南省常德市桃源县陬市镇桂花路1号,www.wanfushk.com,张久利,0736-6689376,wanfushk@126.com,--,2011/9/27,"42,500万元
            ","25.00元
            ","33.78%
            "
300269,联建光电,民营企业,深圳市联建光电股份有限公司,"Shenzhen Liantronics Co.,Ltd.",通信设备,"17,320万元",刘虎军,广东,广东省深圳市宝安区68区留仙三路安通达工业厂区四号厂房2楼,www.lcjh.com,钟菊英,0755-29746682,dm@lcjh.com,--,2011/10/12,"36,800万元
            ","20.00元
            ","38.31%
            "
300270,中威电子,民营企业,杭州中威电子股份有限公司,"OB Telecom Electronics Co.,Ltd.",通信设备,"12,361万元",石旭刚,浙江,浙江省杭州市西湖区文三路20号浙江建工大楼17层,www.obtelecom.com,章良忠,0571-88373153,zhangliangzhong@obtelecom.com,--,2011/10/12,"35,000万元
            ","35.00元
            ","42.68%
            "
300271,华宇软件,民营企业,北京华宇软件股份有限公司,"Beijing Thunisoft Co.,ltd.",信息技术,"14,902万元",邵学,北京,北京市海淀区中关村东路1号院清华科技园科技大厦C座25层,www.thunisoft.com,余晴燕,010-82150085,IR@thunisoft.com,--,2011/10/26,"56,980万元
            ","30.80元
            ","33.85%
            "
300272,开能环保,民营企业,上海开能环保设备股份有限公司,"Shanghai Canature Environmental Products Co.,ltd.",电器制造,"25,531万元",瞿建国,上海,上海市浦东新区川大路518号,www.canature.com,高国垒,021-58599901,dongmiban@canature.com,--,2011/11/2,"31,625万元
            ","11.50元
            ","36.28%
            "
300273,和佳股份,民营企业,珠海和佳医疗设备股份有限公司,"Zhuhai Hokai Medical Instruments Co.,Ltd.",专用设备制造,"57,207万元",郝镇熙,广东,广东省珠海市香洲区宝盛路5号,www.hokai.com,毕飞飞,0756-8686333,ir@hokai.com,--,2011/10/26,"66,700万元
            ","20.00元
            ","62.19%
            "
300274,阳光电源,民营相对控股企业,阳光电源股份有限公司,"Sungrow Power Supply Co.,ltd.",电器制造,"65,829万元",曹仁贤,安徽,安徽省合肥市高新区习友路1699号,www.sungrowpower.com,谢乐平,0551-65327867,xlp@sungrowpower.com,--,2011/11/2,"136,640万元
            ","30.50元
            ","41.48%
            "
300275,梅安森,民营企业,重庆梅安森科技股份有限公司,"Chongqing Mas Sci.& Tech. Co.,Ltd.",信息技术,"16,873万元",马焰,重庆,"重庆市九龙坡区二郞创业路105号高科创业园C2区6层,重庆市九龙坡区福园路28号",www.cqmas.com,彭治江,023-68467829,567039@qq.com,--,2011/11/2,"38,142万元
            ","26.00元
            ","37.14%
            "
300276,三丰智能,民营相对控股企业,湖北三丰智能输送装备股份有限公司,"HuBei SanFeng Intelligent Conveying Equipment Co.,Ltd.",专用设备制造,"24,960万元",朱汉平,湖北,湖北省黄石经济技术开发区黄金山工业新区金山大道398号,www.cnsanf.com,徐恢川,0714-6359320,1323312938@qq.com,--,2011/11/15,"38,250万元
            ","25.50元
            ","45.54%
            "
300277,海联讯,民营企业,深圳海联讯科技股份有限公司,Shenzhen Hirisun Technology Incorporated,信息技术,"13,400万元",章锋,广东,深圳市南山区深南大道市高新技术园R2厂房B区3a层,www.hirisun.com,梁剑锋,0755-26972918,szhlx@hirisun.com,2000/1/4,2011/11/23,"39,100万元
            ","23.00元
            ","32.86%
            "
300278,华昌达,民营相对控股企业,湖北华昌达智能装备股份有限公司,"Hubei Huachangda Intelligent Equipment Co.,ltd.",专用设备制造,"27,252万元",颜华,湖北,湖北省十堰市东益大道9号,www.hchd.com.cn,华家蓉,0719-8767909,hchd@hchd.com.cn,--,2011/12/16,"35,935万元
            ","16.56元
            ","46.00%
            "
300279,和晶科技,民营企业,无锡和晶科技股份有限公司,"Wuxi Hodgen Technology Co.,Ltd.",电器制造,"13,315万元",陈柏林,江苏,江苏省无锡新区坊兴路16号,www.hodgen-china.com,徐宏斌,0510-85259761,stock@hodgen-china.com,--,2011/12/29,"24,180万元
            ","15.60元
            ","31.33%
            "
300280,南通锻压,民营企业,南通锻压设备股份有限公司,"Nantong Metalforming Equipment Co.,Ltd.",通用设备制造,"12,800万元",郭庆,江苏,江苏省如皋经济开发区锻压产业园区内,www.ntdy.com.cn,张剑峰,0513-82153885,ntdygs@163.com,--,2011/12/29,"35,200万元
            ","11.00元
            ","34.38%
            "
300281,金明精机,民营企业,广东金明精机股份有限公司,"Guangdong Jinming Machinery Co.,Ltd.",专用设备制造,"12,119万元",马镇鑫,广东,广东省汕头市濠江区纺织工业园,www.jmjj.com,邱海涛,0754-89811399,stock@jmjj.com,--,2011/12/29,"37,500万元
            ","25.00元
            ","44.42%
            "
